Extension,Permissions
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/workflow/dppkgbgooinkbjemcpddmldmppgfngik_1.3.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/lifestyle/games/cmhemaioionbiiidacefpfpcpeophlpb_1.0.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/workflow/ncdogoojmaikonpekllgoabjigekiome_1.0.2.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/make_chrome_yours/functionality/aibkdadgnhamfkgbdolfkgiinhnjfooj_1.0.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/tools/kfiegffaamihidajjcingmognibehdlb_1.2.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/lifestyle/social/ggnaibdchkepbjeppgelekbflaihipam_0.1.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/make_chrome_yours/functionality/abaibidinhfggcbaemoleicgjhomchjg_1.0.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/lifestyle/fun/pghinhafmfkegplogdjljibiflnhlafg_0.0.4.zip,bookmarks
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/tools/nhddlbkakdlmkogdnmbadepphblklknl_1.1.4.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/lifestyle/social/lmkepljhcelkkbibdkmcgojkfhmibpco_3.2.2.zip,cookies
